Isothermal temperature [K]: 1164						1098						994						994						994						994						994						942						917						891						867						841					
Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error
												8025	992	8.530e-02	3.282e-03	2.384e-03	4.000e-05	8013	992	6.686e-02	2.530e-03	2.373e-03	3.982e-05	8019	992	6.427e-02	1.096e-03	2.431e-03	4.079e-05													9095	942	1.055e-01	2.079e-03	2.488e-03	4.174e-05	9730	917	2.243e-01	7.008e-03	2.591e-03	4.348e-05	13558	890	6.973e-01	8.519e-03	2.776e-03	4.658e-05	14046	867	9.473e-01	1.956e-03	2.954e-03	4.957e-05	14756	841	9.877e-01	4.509e-04	2.980e-03	5.000e-05
												8115	992	8.573e-02	3.250e-03	2.384e-03	4.000e-05	8103	991	6.608e-02	2.549e-03	2.373e-03	3.982e-05																			9185	942	1.076e-01	2.149e-03	2.488e-03	4.174e-05	9820	917	2.554e-01	7.016e-03	2.643e-03	4.435e-05	13678	891	6.797e-01	8.749e-03	2.776e-03	4.658e-05	14166	867	9.349e-01	2.017e-03	2.954e-03	4.957e-05	14876	841	9.881e-01	4.338e-04	2.980e-03	5.000e-05
												8205	992	8.251e-02	3.352e-03	2.384e-03	4.000e-05	8193	992	6.659e-02	2.500e-03	2.373e-03	3.982e-05																			9275	942	1.031e-01	2.002e-03	2.488e-03	4.174e-05	9910	917	2.183e-01	6.753e-03	2.591e-03	4.348e-05	13798	891	6.924e-01	8.734e-03	2.776e-03	4.658e-05	14286	867	9.461e-01	2.000e-03	2.954e-03	4.957e-05	14996	841	9.868e-01	4.791e-04	2.980e-03	5.000e-05
												8295	992	9.211e-02	3.765e-03	2.410e-03	4.043e-05	8283	991	6.811e-02	2.448e-03	2.373e-03	3.982e-05																			9365	942	1.022e-01	1.974e-03	2.488e-03	4.174e-05	10000	917	2.356e-01	6.802e-03	2.591e-03	4.348e-05	13918	891	6.785e-01	8.806e-03	2.751e-03	4.615e-05	14406	866	9.458e-01	2.014e-03	2.954e-03	4.957e-05	15116	841	9.779e-01	4.108e-04	2.954e-03	4.957e-05
												8385	992	8.515e-02	3.243e-03	2.384e-03	4.000e-05	8373	991	7.032e-02	2.366e-03	2.373e-03	3.982e-05																			9455	942	1.072e-01	2.137e-03	2.488e-03	4.174e-05	10090	917	2.200e-01	6.825e-03	2.565e-03	4.304e-05	14038	891	6.743e-01	8.994e-03	2.751e-03	4.615e-05	14526	867	9.435e-01	2.102e-03	2.954e-03	4.957e-05	15236	841	9.879e-01	4.412e-04	2.954e-03	4.957e-05
												8475	992	8.486e-02	3.245e-03	2.384e-03	4.000e-05	8463	991	6.889e-02	2.400e-03	2.373e-03	3.982e-05																			9545	942	1.022e-01	1.972e-03	2.488e-03	4.174e-05	10180	917	1.944e-01	6.453e-03	2.565e-03	4.304e-05	14158	891	6.746e-01	8.979e-03	2.751e-03	4.615e-05	14646	866	9.447e-01	2.053e-03	2.954e-03	4.957e-05	15356	841	9.648e-01	4.882e-04	2.954e-03	4.957e-05
												8565	992	9.596e-02	3.603e-03	2.410e-03	4.043e-05	8553	991	7.005e-02	2.366e-03	2.373e-03	3.982e-05																			9635	942	9.926e-02	1.885e-03	2.488e-03	4.174e-05	10270	917	1.917e-01	6.337e-03	2.565e-03	4.304e-05	14278	891	6.723e-01	9.082e-03	2.751e-03	4.615e-05	14766	866	9.445e-01	2.063e-03	2.954e-03	4.957e-05	15476	841	9.773e-01	4.359e-04	2.954e-03	4.957e-05
												8655	992	9.371e-02	3.673e-03	2.410e-03	4.043e-05	8643	991	6.796e-02	2.419e-03	2.373e-03	3.982e-05																			9725	942	1.017e-01	1.958e-03	2.488e-03	4.174e-05	10360	917	1.667e-01	6.028e-03	2.565e-03	4.304e-05	14398	891	6.553e-01	9.273e-03	2.751e-03	4.615e-05	14886	866	9.439e-01	2.087e-03	2.954e-03	4.957e-05	15596	841	9.766e-01	4.605e-04	2.954e-03	4.957e-05
												8745	992	9.458e-02	3.627e-03	2.410e-03	4.043e-05	8733	991	6.682e-02	2.443e-03	2.373e-03	3.982e-05																			9815	942	1.008e-01	1.930e-03	2.488e-03	4.174e-05	10450	917	1.860e-01	6.086e-03	2.565e-03	4.304e-05	14518	891	6.533e-01	9.365e-03	2.751e-03	4.615e-05	15006	866	9.315e-01	2.146e-03	2.954e-03	4.957e-05	15716	841	9.860e-01	5.083e-04	2.980e-03	5.000e-05
												8835	992	9.235e-02	3.686e-03	2.410e-03	4.043e-05	8823	991	6.736e-02	2.423e-03	2.373e-03	3.982e-05																			9905	942	9.907e-02	1.880e-03	2.488e-03	4.174e-05	10540	917	1.840e-01	6.000e-03	2.565e-03	4.304e-05	14638	891	6.491e-01	9.550e-03	2.751e-03	4.615e-05	15126	867	9.321e-01	2.124e-03	2.954e-03	4.957e-05	15836	841	9.856e-01	5.236e-04	2.980e-03	5.000e-05
												8925	992	8.848e-02	3.801e-03	2.410e-03	4.043e-05	8913	991	6.981e-02	2.325e-03	2.373e-03	3.982e-05																			9995	942	1.000e-01	1.908e-03	2.488e-03	4.174e-05	10630	917	1.819e-01	5.904e-03	2.565e-03	4.304e-05	14758	891	6.484e-01	9.582e-03	2.751e-03	4.615e-05	15246	867	9.321e-01	2.123e-03	2.954e-03	4.957e-05	15956	841	9.864e-01	4.936e-04	2.980e-03	5.000e-05
												9015	992	8.836e-02	3.790e-03	2.410e-03	4.043e-05	8982	991	6.881e-02	2.358e-03	2.373e-03	3.982e-05																			10085	942	9.907e-02	1.880e-03	2.488e-03	4.174e-05	10720	917	2.191e-01	6.116e-03	2.617e-03	4.391e-05	14878	891	6.468e-01	9.654e-03	2.751e-03	4.615e-05	15366	867	9.195e-01	2.183e-03	2.954e-03	4.957e-05	16076	841	9.877e-01	4.507e-04	2.980e-03	5.000e-05
												9105	992	8.775e-02	3.807e-03	2.410e-03	4.043e-05	9003	991	6.654e-02	2.424e-03	2.373e-03	3.982e-05																			10175	942	9.882e-02	1.873e-03	2.488e-03	4.174e-05	10810	917	2.360e-01	6.198e-03	2.617e-03	4.391e-05	14998	891	6.487e-01	9.569e-03	2.751e-03	4.615e-05	15486	867	9.302e-01	2.198e-03	2.954e-03	4.957e-05	16196	841	9.765e-01	4.654e-04	2.954e-03	4.957e-05
												9195	992	8.892e-02	3.757e-03	2.410e-03	4.043e-05	9093	991	6.577e-02	2.441e-03	2.373e-03	3.982e-05																			10265	942	9.763e-02	1.842e-03	2.488e-03	4.174e-05	10900	917	2.337e-01	6.101e-03	2.617e-03	4.391e-05	15118	891	6.476e-01	9.619e-03	2.751e-03	4.615e-05	15606	866	9.170e-01	2.281e-03	2.954e-03	4.957e-05	16316	841	9.877e-01	4.486e-04	2.954e-03	4.957e-05
												9285	992	8.864e-02	3.758e-03	2.410e-03	4.043e-05	9183	991	6.493e-02	2.463e-03	2.373e-03	3.982e-05																			10355	942	9.805e-02	1.853e-03	2.488e-03	4.174e-05	10990	917	2.332e-01	6.080e-03	2.617e-03	4.391e-05	15238	891	6.454e-01	9.718e-03	2.751e-03	4.615e-05	15726	866	9.410e-01	2.196e-03	2.954e-03	4.957e-05	16436	841	9.763e-01	4.726e-04	2.954e-03	4.957e-05
												9375	992	9.262e-02	4.297e-03	2.436e-03	4.087e-05	9273	991	6.380e-02	2.487e-03	2.373e-03	3.982e-05																			10445	942	9.984e-02	1.903e-03	2.488e-03	4.174e-05	11080	917	2.342e-01	6.121e-03	2.617e-03	4.391e-05	15358	891	6.447e-01	9.751e-03	2.751e-03	4.615e-05	15846	867	9.292e-01	2.235e-03	2.954e-03	4.957e-05	16556	841	9.640e-01	5.183e-04	2.954e-03	4.957e-05
												9465	992	8.610e-02	3.812e-03	2.410e-03	4.043e-05	9363	992	6.631e-02	2.401e-03	2.373e-03	3.982e-05																			10535	942	9.707e-02	1.826e-03	2.488e-03	4.174e-05	11170	916	2.307e-01	5.982e-03	2.617e-03	4.391e-05	15478	891	6.441e-01	9.777e-03	2.751e-03	4.615e-05	15966	866	9.290e-01	2.241e-03	2.954e-03	4.957e-05	16676	841	9.868e-01	4.830e-04	2.954e-03	4.957e-05
												9555	992	9.375e-02	4.218e-03	2.436e-03	4.087e-05	9453	991	6.463e-02	2.445e-03	2.373e-03	3.982e-05																			10625	942	8.020e-02	1.604e-03	2.462e-03	4.130e-05	11260	917	2.251e-01	5.748e-03	2.617e-03	4.391e-05	15598	891	6.442e-01	9.769e-03	2.751e-03	4.615e-05	16086	866	9.160e-01	2.318e-03	2.954e-03	4.957e-05	16796	841	9.756e-01	4.954e-04	2.954e-03	4.957e-05
												9645	992	8.588e-02	3.809e-03	2.410e-03	4.043e-05	9543	991	6.330e-02	2.485e-03	2.373e-03	3.982e-05																			10715	942	8.118e-02	1.637e-03	2.462e-03	4.130e-05	11350	917	1.964e-01	5.162e-03	2.617e-03	4.391e-05	15718	891	6.431e-01	9.822e-03	2.751e-03	4.615e-05	16206	867	9.047e-01	2.321e-03	2.928e-03	4.913e-05	16916	841	9.867e-01	4.879e-04	2.954e-03	4.957e-05
												9735	992	8.486e-02	3.827e-03	2.410e-03	4.043e-05	9633	991	8.161e-02	2.738e-03	2.400e-03	4.027e-05																			10805	942	9.639e-02	1.808e-03	2.488e-03	4.174e-05	11440	916	1.851e-01	5.312e-03	2.565e-03	4.304e-05	15838	891	6.577e-01	9.734e-03	2.751e-03	4.615e-05	16326	866	9.046e-01	2.325e-03	2.928e-03	4.913e-05	17036	841	9.646e-01	4.957e-04	2.954e-03	4.957e-05
												9825	992	8.649e-02	3.751e-03	2.410e-03	4.043e-05	9723	991	7.272e-02	2.255e-03	2.373e-03	3.982e-05																			10895	942	9.600e-02	1.798e-03	2.488e-03	4.174e-05	11530	917	1.604e-01	4.964e-03	2.565e-03	4.304e-05	15958	891	6.572e-01	9.761e-03	2.751e-03	4.615e-05	16446	867	9.049e-01	2.312e-03	2.928e-03	4.913e-05	17156	841	9.771e-01	4.407e-04	2.954e-03	4.957e-05
												9847	992	8.469e-02	3.830e-03	2.410e-03	4.043e-05	9813	991	7.394e-02	2.200e-03	2.373e-03	3.982e-05																			10985	942	9.671e-02	1.817e-03	2.488e-03	4.174e-05	11620	917	1.807e-01	5.126e-03	2.565e-03	4.304e-05	16078	891	6.407e-01	9.931e-03	2.751e-03	4.615e-05	16566	867	9.030e-01	2.385e-03	2.928e-03	4.913e-05	17276	841	9.765e-01	4.633e-04	2.954e-03	4.957e-05
												9915	992	8.952e-02	4.317e-03	2.436e-03	4.087e-05	9903	991	7.250e-02	2.223e-03	2.373e-03	3.982e-05																			11075	942	9.574e-02	1.791e-03	2.488e-03	4.174e-05	11710	917	1.777e-01	4.993e-03	2.565e-03	4.304e-05	16198	890	6.699e-01	9.753e-03	2.751e-03	4.615e-05	16686	867	9.028e-01	2.393e-03	2.928e-03	4.913e-05	17396	841	9.873e-01	4.630e-04	2.954e-03	4.957e-05
												10005	992	8.200e-02	3.897e-03	2.410e-03	4.043e-05	9993	991	7.438e-02	2.152e-03	2.373e-03	3.982e-05																			11165	942	9.478e-02	1.766e-03	2.488e-03	4.174e-05	11800	917	1.525e-01	4.614e-03	2.565e-03	4.304e-05	16318	891	6.524e-01	9.973e-03	2.751e-03	4.615e-05	16806	866	9.030e-01	2.388e-03	2.928e-03	4.913e-05	17516	841	9.875e-01	4.585e-04	2.954e-03	4.957e-05
												10095	992	8.630e-02	3.724e-03	2.410e-03	4.043e-05	10083	991	7.525e-02	2.113e-03	2.373e-03	3.982e-05																			11255	942	9.477e-02	1.765e-03	2.488e-03	4.174e-05	11890	917	1.299e-01	4.383e-03	2.514e-03	4.217e-05	16438	891	6.367e-01	1.011e-02	2.751e-03	4.615e-05	16926	866	9.028e-01	2.393e-03	2.928e-03	4.913e-05	17636	841	9.758e-01	4.903e-04	2.954e-03	4.957e-05
												10185	992	8.443e-02	3.777e-03	2.410e-03	4.043e-05	10173	991	7.614e-02	2.082e-03	2.373e-03	3.982e-05																			11345	942	9.571e-02	1.790e-03	2.488e-03	4.174e-05	11980	917	1.499e-01	4.490e-03	2.539e-03	4.261e-05	16558	891	6.522e-01	9.989e-03	2.725e-03	4.573e-05	17046	866	9.023e-01	2.413e-03	2.928e-03	4.913e-05	17756	841	9.740e-01	5.564e-04	2.954e-03	4.957e-05
												10275	992	8.873e-02	3.598e-03	2.410e-03	4.043e-05	10263	991	7.545e-02	2.091e-03	2.373e-03	3.982e-05																			11435	942	9.387e-02	1.743e-03	2.488e-03	4.174e-05	12070	917	1.504e-01	4.513e-03	2.539e-03	4.261e-05	16678	891	6.496e-01	1.011e-02	2.725e-03	4.573e-05	17166	866	9.020e-01	2.427e-03	2.928e-03	4.913e-05	17876	841	9.862e-01	5.050e-04	2.954e-03	4.957e-05
												10365	992	9.055e-02	3.500e-03	2.410e-03	4.043e-05	10353	991	7.331e-02	2.140e-03	2.373e-03	3.982e-05																			11525	942	9.267e-02	1.714e-03	2.488e-03	4.174e-05	12160	917	1.489e-01	4.446e-03	2.539e-03	4.261e-05	16798	891	6.615e-01	1.013e-02	2.751e-03	4.615e-05	17286	866	9.005e-01	2.481e-03	2.928e-03	4.913e-05	17996	841	9.967e-01	5.074e-04	2.980e-03	5.000e-05
												10455	992	9.127e-02	3.457e-03	2.410e-03	4.043e-05	10443	991	7.498e-02	2.085e-03	2.373e-03	3.982e-05																			11615	942	9.409e-02	1.748e-03	2.488e-03	4.174e-05	12250	917	1.496e-01	4.480e-03	2.539e-03	4.261e-05	16918	891	6.491e-01	1.013e-02	2.725e-03	4.573e-05	17406	867	8.881e-01	2.522e-03	2.928e-03	4.913e-05	18116	841	9.870e-01	4.754e-04	2.954e-03	4.957e-05
												10545	992	9.255e-02	3.391e-03	2.410e-03	4.043e-05	10533	991	7.455e-02	2.094e-03	2.373e-03	3.982e-05																			11705	942	9.341e-02	1.732e-03	2.488e-03	4.174e-05	12340	917	1.263e-01	4.222e-03	2.539e-03	4.261e-05	17038	891	6.467e-01	1.024e-02	2.725e-03	4.573e-05	17526	867	8.890e-01	2.487e-03	2.928e-03	4.913e-05	18236	841	9.857e-01	5.246e-04	2.954e-03	4.957e-05
												10635	992	9.318e-02	3.364e-03	2.410e-03	4.043e-05	10623	991	7.673e-02	2.027e-03	2.373e-03	3.982e-05																			11795	942	9.434e-02	1.755e-03	2.488e-03	4.174e-05	12430	917	1.484e-01	4.425e-03	2.539e-03	4.261e-05	17158	891	6.458e-01	1.028e-02	2.725e-03	4.573e-05	17646	867	8.874e-01	2.548e-03	2.928e-03	4.913e-05	18356	841	9.861e-01	5.102e-04	2.954e-03	4.957e-05
												10725	992	9.525e-02	3.283e-03	2.410e-03	4.043e-05	10713	991	7.825e-02	1.986e-03	2.373e-03	3.982e-05																			11885	941	9.294e-02	1.721e-03	2.488e-03	4.174e-05	12520	917	1.491e-01	4.459e-03	2.539e-03	4.261e-05	17278	890	6.435e-01	1.039e-02	2.725e-03	4.573e-05	17766	867	8.869e-01	2.566e-03	2.928e-03	4.913e-05	18476	841	9.861e-01	5.098e-04	2.954e-03	4.957e-05
												10815	992	9.530e-02	3.269e-03	2.410e-03	4.043e-05	10803	991	7.880e-02	1.970e-03	2.373e-03	3.982e-05																			11975	942	9.293e-02	1.720e-03	2.488e-03	4.174e-05	12610	917	1.447e-01	4.266e-03	2.539e-03	4.261e-05	17398	891	6.433e-01	1.039e-02	2.725e-03	4.573e-05	17886	867	8.869e-01	2.569e-03	2.928e-03	4.913e-05	18596	841	9.865e-01	4.949e-04	2.954e-03	4.957e-05
												10905	992	9.471e-02	3.273e-03	2.410e-03	4.043e-05	10893	991	7.534e-02	2.043e-03	2.373e-03	3.982e-05																			12065	942	9.342e-02	1.732e-03	2.488e-03	4.174e-05	12700	917	1.469e-01	4.361e-03	2.539e-03	4.261e-05	17518	891	6.419e-01	1.046e-02	2.725e-03	4.573e-05	18006	867	8.851e-01	2.638e-03	2.928e-03	4.913e-05	18716	841	9.755e-01	5.003e-04	2.954e-03	4.957e-05
												10995	992	9.600e-02	3.238e-03	2.410e-03	4.043e-05	10983	991	7.595e-02	2.014e-03	2.373e-03	3.982e-05																			12155	942	7.569e-02	1.459e-03	2.462e-03	4.130e-05	12790	917	1.457e-01	4.307e-03	2.539e-03	4.261e-05	17638	891	6.385e-01	1.061e-02	2.725e-03	4.573e-05	18126	866	8.856e-01	2.617e-03	2.928e-03	4.913e-05	18836	841	9.862e-01	5.076e-04	2.954e-03	4.957e-05
												11085	992	9.562e-02	3.227e-03	2.410e-03	4.043e-05	11073	991	7.414e-02	2.057e-03	2.373e-03	3.982e-05																			12245	942	7.520e-02	1.444e-03	2.462e-03	4.130e-05	12880	917	1.432e-01	4.200e-03	2.539e-03	4.261e-05	17758	891	6.399e-01	1.055e-02	2.725e-03	4.573e-05	18246	866	8.851e-01	2.638e-03	2.928e-03	4.913e-05	18956	841	9.759e-01	4.854e-04	2.954e-03	4.957e-05
												11175	992	8.873e-02	2.771e-03	2.384e-03	4.000e-05	11163	991	7.531e-02	2.010e-03	2.373e-03	3.982e-05																			12335	942	7.420e-02	1.414e-03	2.462e-03	4.130e-05	12970	916	1.205e-01	3.961e-03	2.539e-03	4.261e-05	17878	891	6.377e-01	1.065e-02	2.725e-03	4.573e-05	18366	866	8.727e-01	2.667e-03	2.928e-03	4.913e-05	19076	840	9.957e-01	5.438e-04	2.980e-03	5.000e-05
												11265	992	9.605e-02	3.197e-03	2.410e-03	4.043e-05	11253	991	7.390e-02	2.046e-03	2.373e-03	3.982e-05																			12425	942	7.520e-02	1.444e-03	2.462e-03	4.130e-05	13060	916	1.142e-01	3.675e-03	2.539e-03	4.261e-05	17998	891	6.379e-01	1.064e-02	2.725e-03	4.573e-05	18486	866	8.709e-01	2.735e-03	2.928e-03	4.913e-05	19196	841	9.856e-01	5.275e-04	2.954e-03	4.957e-05
												11355	992	9.612e-02	3.172e-03	2.410e-03	4.043e-05	11343	991	7.452e-02	2.024e-03	2.373e-03	3.982e-05																			12515	942	7.443e-02	1.421e-03	2.462e-03	4.130e-05	13150	917	1.273e-01	3.527e-03	2.591e-03	4.348e-05	18118	891	6.357e-01	1.074e-02	2.725e-03	4.573e-05	18606	866	8.701e-01	2.766e-03	2.928e-03	4.913e-05	19316	841	9.857e-01	5.242e-04	2.954e-03	4.957e-05
												11445	992	9.641e-02	3.151e-03	2.410e-03	4.043e-05	11433	991	7.377e-02	2.036e-03	2.373e-03	3.982e-05																			12605	942	7.421e-02	1.415e-03	2.462e-03	4.130e-05	13240	917	1.503e-01	3.844e-03	2.591e-03	4.348e-05	18238	891	6.335e-01	1.084e-02	2.725e-03	4.573e-05	18726	867	8.837e-01	2.691e-03	2.928e-03	4.913e-05	19436	841	9.737e-01	5.682e-04	2.954e-03	4.957e-05
												11535	992	9.419e-02	3.213e-03	2.410e-03	4.043e-05	11523	991	7.154e-02	2.091e-03	2.373e-03	3.982e-05																			12695	942	7.520e-02	1.444e-03	2.462e-03	4.130e-05	13330	917	1.524e-01	3.932e-03	2.591e-03	4.348e-05	18358	891	6.361e-01	1.072e-02	2.725e-03	4.573e-05	18846	866	8.949e-01	2.701e-03	2.928e-03	4.913e-05	19556	841	9.749e-01	5.207e-04	2.954e-03	4.957e-05
												11625	992	9.518e-02	3.171e-03	2.410e-03	4.043e-05	11613	991	7.433e-02	2.000e-03	2.373e-03	3.982e-05																			12785	942	7.520e-02	1.444e-03	2.462e-03	4.130e-05	13420	917	1.499e-01	3.828e-03	2.591e-03	4.348e-05	18478	891	6.315e-01	1.094e-02	2.725e-03	4.573e-05	18966	867	8.954e-01	2.682e-03	2.928e-03	4.913e-05	19676	841	9.863e-01	5.033e-04	2.954e-03	4.957e-05
												11715	992	9.352e-02	3.183e-03	2.410e-03	4.043e-05	11703	991	7.261e-02	2.038e-03	2.373e-03	3.982e-05																			12875	942	7.421e-02	1.415e-03	2.462e-03	4.130e-05	13510	917	1.474e-01	3.726e-03	2.591e-03	4.348e-05	18598	891	6.318e-01	1.092e-02	2.725e-03	4.573e-05	19086	867	8.946e-01	2.711e-03	2.928e-03	4.913e-05	19796	841	9.856e-01	5.279e-04	2.954e-03	4.957e-05
												11805	992	9.141e-02	3.248e-03	2.410e-03	4.043e-05	11793	991	7.482e-02	1.969e-03	2.373e-03	3.982e-05																			12965	942	7.569e-02	1.459e-03	2.462e-03	4.130e-05	13600	917	1.351e-01	3.844e-03	2.539e-03	4.261e-05	18718	891	6.122e-01	1.124e-02	2.725e-03	4.573e-05	19206	867	8.942e-01	2.729e-03	2.928e-03	4.913e-05	19916	841	9.861e-01	5.100e-04	2.954e-03	4.957e-05
												11895	992	9.331e-02	3.188e-03	2.410e-03	4.043e-05	11883	991	7.470e-02	1.977e-03	2.373e-03	3.982e-05																			13055	942	7.471e-02	1.430e-03	2.462e-03	4.130e-05	13690	917	1.347e-01	3.824e-03	2.539e-03	4.261e-05	18838	890	6.098e-01	1.135e-02	2.725e-03	4.573e-05	19326	867	8.818e-01	2.762e-03	2.928e-03	4.913e-05	20036	840	9.856e-01	5.270e-04	2.954e-03	4.957e-05
												11985	992	9.137e-02	3.241e-03	2.410e-03	4.043e-05	11973	991	6.757e-02	1.471e-03	2.347e-03	3.938e-05																			13145	942	7.471e-02	1.430e-03	2.462e-03	4.130e-05	13780	917	1.332e-01	3.759e-03	2.539e-03	4.261e-05	18958	891	6.111e-01	1.129e-02	2.725e-03	4.573e-05	19446	867	8.934e-01	2.757e-03	2.928e-03	4.913e-05	20156	840	9.858e-01	5.184e-04	2.954e-03	4.957e-05
												12075	992	9.552e-02	3.100e-03	2.410e-03	4.043e-05	12063	991	6.838e-02	1.446e-03	2.347e-03	3.938e-05																			13235	941	7.471e-02	1.430e-03	2.462e-03	4.130e-05	13870	917	1.332e-01	3.759e-03	2.539e-03	4.261e-05	19078	891	6.079e-01	1.143e-02	2.725e-03	4.573e-05	19566	866	8.822e-01	2.750e-03	2.928e-03	4.913e-05	20276	841	9.848e-01	5.555e-04	2.954e-03	4.957e-05
												12165	992	9.399e-02	3.130e-03	2.410e-03	4.043e-05	12153	991	6.695e-02	1.471e-03	2.347e-03	3.938e-05																			13325	942	7.375e-02	1.401e-03	2.462e-03	4.130e-05	13960	917	1.291e-01	3.585e-03	2.539e-03	4.261e-05	19198	891	5.765e-01	1.168e-02	2.700e-03	4.530e-05	19686	866	8.932e-01	2.766e-03	2.928e-03	4.913e-05	20396	841	9.848e-01	5.573e-04	2.954e-03	4.957e-05
												12255	992	9.335e-02	3.147e-03	2.410e-03	4.043e-05	12243	991	7.062e-02	1.386e-03	2.347e-03	3.938e-05																			13415	942	7.378e-02	1.403e-03	2.462e-03	4.130e-05	14050	917	1.271e-01	3.499e-03	2.539e-03	4.261e-05	19318	891	5.914e-01	1.160e-02	2.700e-03	4.530e-05	19806	866	8.809e-01	2.797e-03	2.928e-03	4.913e-05	20516	841	9.937e-01	6.197e-04	2.954e-03	4.957e-05
												12345	992	9.509e-02	3.082e-03	2.410e-03	4.043e-05	12333	991	6.902e-02	1.408e-03	2.347e-03	3.938e-05																			13505	942	7.424e-02	1.416e-03	2.462e-03	4.130e-05	14140	917	1.044e-01	3.238e-03	2.539e-03	4.261e-05	19438	891	5.912e-01	1.161e-02	2.700e-03	4.530e-05	19926	866	8.806e-01	2.810e-03	2.928e-03	4.913e-05	20636	841	9.851e-01	5.469e-04	2.954e-03	4.957e-05
												12435	992	9.398e-02	3.102e-03	2.410e-03	4.043e-05	12423	991	7.102e-02	1.377e-03	2.347e-03	3.938e-05																			13595	942	7.425e-02	1.417e-03	2.462e-03	4.130e-05	14230	917	1.034e-01	3.193e-03	2.539e-03	4.261e-05	19558	891	5.874e-01	1.179e-02	2.700e-03	4.530e-05	20046	867	8.909e-01	2.856e-03	2.928e-03	4.913e-05	20756	841	9.851e-01	5.466e-04	2.954e-03	4.957e-05
												12525	992	9.451e-02	3.084e-03	2.410e-03	4.043e-05	12513	991	7.230e-02	1.353e-03	2.347e-03	3.938e-05																			13685	942	7.284e-02	1.376e-03	2.462e-03	4.130e-05	14320	916	1.268e-01	3.487e-03	2.539e-03	4.261e-05	19678	891	5.829e-01	1.200e-02	2.700e-03	4.530e-05	20166	867	9.025e-01	2.841e-03	2.928e-03	4.913e-05	20876	841	9.743e-01	5.458e-04	2.954e-03	4.957e-05
												12615	992	9.402e-02	3.071e-03	2.410e-03	4.043e-05	12603	991	7.408e-02	1.316e-03	2.347e-03	3.938e-05																			13775	942	7.333e-02	1.390e-03	2.462e-03	4.130e-05	14410	917	1.250e-01	3.410e-03	2.539e-03	4.261e-05	19798	891	5.849e-01	1.190e-02	2.700e-03	4.530e-05	20286	867	8.918e-01	2.821e-03	2.928e-03	4.913e-05	20996	841	9.960e-01	5.337e-04	2.954e-03	4.957e-05
												12705	992	9.439e-02	3.064e-03	2.410e-03	4.043e-05	12693	991	7.240e-02	1.337e-03	2.347e-03	3.938e-05																			13865	942	7.118e-02	1.331e-03	2.462e-03	4.130e-05	14500	916	1.245e-01	3.388e-03	2.539e-03	4.261e-05	19918	891	5.814e-01	1.207e-02	2.700e-03	4.530e-05	20406	867	8.902e-01	2.882e-03	2.928e-03	4.913e-05	21116	841	9.854e-01	5.349e-04	2.954e-03	4.957e-05
												12795	992	9.589e-02	2.998e-03	2.410e-03	4.043e-05	12783	991	7.452e-02	1.303e-03	2.347e-03	3.938e-05																			13955	942	7.164e-02	1.344e-03	2.462e-03	4.130e-05	14590	917	1.002e-01	3.054e-03	2.539e-03	4.261e-05	20038	890	5.807e-01	1.210e-02	2.700e-03	4.530e-05	20526	867	8.904e-01	2.873e-03	2.928e-03	4.913e-05	21236	840	9.842e-01	5.788e-04	2.954e-03	4.957e-05
												12885	992	9.341e-02	3.066e-03	2.410e-03	4.043e-05	12873	991	7.335e-02	1.305e-03	2.347e-03	3.938e-05																			14045	942	7.167e-02	1.345e-03	2.462e-03	4.130e-05	14680	916	7.540e-02	2.758e-03	2.539e-03	4.261e-05	20158	890	5.787e-01	1.219e-02	2.700e-03	4.530e-05	20646	867	9.009e-01	2.904e-03	2.928e-03	4.913e-05	21356	840	9.850e-01	5.496e-04	2.954e-03	4.957e-05
												12975	992	8.959e-02	3.174e-03	2.410e-03	4.043e-05	12963	991	7.282e-02	1.305e-03	2.347e-03	3.938e-05																			14135	942	7.118e-02	1.331e-03	2.462e-03	4.130e-05	14770	917	9.868e-02	2.985e-03	2.539e-03	4.261e-05	20278	891	5.786e-01	1.220e-02	2.700e-03	4.530e-05	20766	866	8.775e-01	2.933e-03	2.928e-03	4.913e-05	21476	841	9.948e-01	5.809e-04	2.954e-03	4.957e-05
												13065	992	9.115e-02	3.120e-03	2.410e-03	4.043e-05	13053	991	7.233e-02	1.309e-03	2.347e-03	3.938e-05																			14225	942	7.167e-02	1.345e-03	2.462e-03	4.130e-05	14860	917	1.007e-01	3.078e-03	2.539e-03	4.261e-05	20398	891	5.781e-01	1.222e-02	2.700e-03	4.530e-05	20886	866	8.765e-01	2.969e-03	2.928e-03	4.913e-05	21596	841	9.735e-01	5.731e-04	2.954e-03	4.957e-05
