scenario_id,tau,u_core,u_surface,carbon_mean,carbon_max,co2_body,co2_generated,co2_net_out,u_res,v_res
base,4.9,0.7056646176265328,0.8090970543184185,0.06498909028557427,0.08208672048103755,0.2588882921363498,1.8700218194288476,1.6111335272925005,,
base,5.0,0.7164003340297473,0.8161182811474251,0.06035810256899845,0.07645266379951696,0.2494119394035866,1.8792837948619996,1.6298718554584144,,
base,5.1000000000000005,0.7269794830502447,0.823027208868562,0.05600348369590469,0.07112944901396476,0.240079418889415,1.8879930326081868,1.647913613718773,,
base,5.2,0.7373891575414806,0.8298165874465739,0.05191407236646694,0.06610745767973755,0.23090145729101116,1.8961718552670623,1.6652703979760526,,
base,5.300000000000001,0.7476172072342827,0.8364796021706072,0.048078673907527764,0.06137666434985542,0.22188814453869957,1.9038426521849405,1.6819545076462417,,
base,5.4,0.757652292912016,0.8430099050672168,0.04448610544897409,0.056926706825262956,0.21304888857542598,1.9110277891020462,1.6979789005266215,,
base,5.5,0.767483933437934,0.8494016425800962,0.04112523969801803,0.05274695617595384,0.20439237589893608,1.917749520603958,1.7133571447050238,,
base,5.6000000000000005,0.7771025450186066,0.8556494791012671,0.03798504684028492,0.04882658565985852,0.19592653841392954,1.924029906319423,1.7281033679054958,,
base,5.7,0.7864994722687737,0.8617486160395202,0.0350546341531035,0.04515463773882882,0.1876585269919886,1.929890731693786,1.7422322047017995,,
base,5.800000000000001,0.7956670108212206,0.8676948062127654,0.03232328297706411,0.04172008847445209,0.179594691989372,1.9353534340458642,1.7557587420564937,,
